	dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	orientation	distance	distanceClass	binStart	binEnd	ENFORMER_score
5674	Gasperini2019	chr16	1923418	1923918	NDUFB10|chr16:1973419-1973919:.	-0.0014698354960973	chr16	1959508	1959509	NDUFB10	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	True	36090	0	166	170	0.124887764
5678	Gasperini2019	chr16	1923418	1923918	RPS2|chr16:1973419-1973919:.	0.0395676295328644	chr16	1964859	1964860	RPS2	False	0.950740216862558	0.95	True	K562	Gasperini et al., 2019	False	True	41441	0	124	129	0.08221145
5717	Gasperini2019	chr16	11231111	11231611	SOCS1|chr16:11324968-11325468:.	-0.0831440603372792	chr16	11256178	11256179	SOCS1	True	0.0054385713244221	0.65	True	K562	Gasperini et al., 2019	True	True	25067	0	252	257	0.069414474
5720	Gasperini2019	chr16	11233038	11233538	SOCS1|chr16:11326895-11327395:.	-0.116034047680101	chr16	11256178	11256179	SOCS1	True	7.685457090288929e-11	0.8	True	K562	Gasperini et al., 2019	True	True	23140	0	267	272	0.47995242
5735	Gasperini2019	chr16	23784725	23785225	PRKCB|chr16:23796046-23796546:.	0.0029638360016051	chr16	23836001	23836002	PRKCB	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	51276	0	47	52	0.1275551
5739	Gasperini2019	chr16	23803436	23804335	PRKCB|chr16:23814757-23815656:.	-0.111716846956897	chr16	23836001	23836002	PRKCB	True	0.0003464554767872	0.95	True	K562	Gasperini et al., 2019	True	True	32565	0	193	201	0.057161465
5741	Gasperini2019	chr16	23821649	23822380	PRKCB|chr16:23832970-23833701:.	-0.418987303001867	chr16	23836001	23836002	PRKCB	True	3.73055331228293e-148	1.0	True	K562	Gasperini et al., 2019	True	True	14352	0	335	342	0.09294212
5743	Gasperini2019	chr16	23826451	23827389	PRKCB|chr16:23837772-23838710:.	-0.14317923652634	chr16	23836001	23836002	PRKCB	True	9.23756232561364e-06	0.95	True	K562	Gasperini et al., 2019	True	True	9550	0	373	381	0.20726353
5751	Gasperini2019	chr16	29654824	29655324	SPN|chr16:29666145-29666645:.	-0.105034065440436	chr16	29662979	29662980	SPN	True	0.0125924078452649	0.85	True	K562	Gasperini et al., 2019	True	True	8155	0	384	389	0.27075097
5770	Gasperini2019	chr16	31159593	31160093	FUS|chr16:31170914-31171414:.	-0.0573306970229368	chr16	31180110	31180111	FUS	False	0.564533672311118	1.0	True	K562	Gasperini et al., 2019	False	True	20517	0	287	292	0.03853277
5798	Gasperini2019	chr16	81405660	81406160	CMIP|chr16:81439265-81439765:.	-0.0160587291234673	chr16	81445170	81445171	CMIP	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False	True	39510	0	139	144	0.07786648
5811	Gasperini2019	chr16	88799037	88799537	APRT|chr16:88865445-88865945:.	-0.0133884336989758	chr16	88811943	88811944	APRT	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	12906	0	347	352	0.106871665
5812	Gasperini2019	chr16	88799037	88799537	CDT1|chr16:88865445-88865945:.	0.0211821304316231	chr16	88803213	88803214	CDT1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	True	4176	0	415	420	0.005149055
5815	Gasperini2019	chr16	88799037	88799537	TRAPPC2L|chr16:88865445-88865945:.	-0.0038367101132885	chr16	88856220	88856221	TRAPPC2L	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	True	57183	0	1	6	7.259414e-05
5847	Gasperini2019	chr17	8192076	8192882	VAMP2|chr17:8095394-8096200:.	0.0597586530721301	chr17	8163545	8163546	VAMP2	False	0.503553445550957	0.9	True	K562	Gasperini et al., 2019	False	False	29337	0	670	678	0.0019340441
5851	Gasperini2019	chr17	8386790	8387290	RPL26|chr17:8290108-8290608:.	0.0229627275645339	chr17	8383212	8383213	RPL26	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	4078	0	475	480	0.1724977
5852	Gasperini2019	chr17	16386512	16387341	UBB|chr17:16289826-16290655:.	-0.0769481705968197	chr17	16380798	16380799	UBB	False	0.613845668119247	0.95	True	K562	Gasperini et al., 2019	False	False	6543	0	492	500	0.09181008
5853	Gasperini2019	chr17	16395791	16396291	UBB|chr17:16299105-16299605:.	-0.0728275507924789	chr17	16380798	16380799	UBB	False	0.587226270867242	1.0	True	K562	Gasperini et al., 2019	False	False	15493	0	565	570	0.024676496
5854	Gasperini2019	chr17	16396630	16397542	CENPV|chr17:16299944-16300856:.	-0.0408246161882031	chr17	16353655	16353656	CENPV	False	0.971697428057121	1.0	True	K562	Gasperini et al., 2019	False	False	43887	0	783	791	0.0042119776
5855	Gasperini2019	chr17	16398290	16399091	UBB|chr17:16301604-16302405:.	-0.0649881264348649	chr17	16380798	16380799	UBB	False	0.797738215900206	1.0	True	K562	Gasperini et al., 2019	False	False	18293	0	584	591	0.14060865
5870	Gasperini2019	chr17	28865135	28865635	RP11-20B24.2|chr17:27192153-27192653:.	-0.0399006821939052	chr17	28861965	28861966	RP11-20B24.2	True	0.0128093866298121	0.1	True	K562	Gasperini et al., 2019	True	False	3670	0	472	477	1.3369181
5879	Gasperini2019	chr17	31802508	31803008	COPRS|chr17:30129527-30130027:.	0.0261503291621481	chr17	31859336	31859337	COPRS	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	56828	0	4	8	0.044951446
5886	Gasperini2019	chr17	32896587	32897843	TMEM98|chr17:31223605-31224861:.	-0.0826614609050776	chr17	32927910	32927911	TMEM98	True	0.0005032726871606	0.95	True	K562	Gasperini et al., 2019	True	True	31323	0	203	214	0.22630173
5898	Gasperini2019	chr17	38867260	38868514	RPL23|chr17:37023513-37024767:.	0.0396460672360233	chr17	38853842	38853843	RPL23	False	0.740268077333752	1.0	True	K562	Gasperini et al., 2019	False	False	14672	0	552	563	0.08118961
5906	Gasperini2019	chr17	40005478	40005978	PSMD3|chr17:38161731-38162231:.	-0.0525461520905729	chr17	39980797	39980798	PSMD3	False	0.554435602906619	1.0	True	K562	Gasperini et al., 2019	False	False	25181	0	640	645	0.057732306
5919	Gasperini2019	chr17	40816451	40817141	KRT10|chr17:38972703-38973393:.	-0.118710993479368	chr17	40822594	40822595	KRT10	True	0.0139887805301455	0.9	True	K562	Gasperini et al., 2019	True	True	6143	0	400	406	0.10725123
5924	Gasperini2019	chr17	41530112	41531001	KRT19|chr17:39686364-39687253:.	-0.445214180979172	chr17	41528307	41528308	KRT19	True	6.56827063033153e-159	1.0	True	K562	Gasperini et al., 2019	True	False	2694	0	462	470	1.7784544
5932	Gasperini2019	chr17	41678231	41678731	EIF1|chr17:39834483-39834983:.	-0.018347978428345	chr17	41688885	41688886	EIF1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	True	10654	0	364	369	0.13443953
5935	Gasperini2019	chr17	41697198	41697698	EIF1|chr17:39853450-39853950:.	0.0451479357718896	chr17	41688885	41688886	EIF1	False	0.898297683332445	1.0	True	K562	Gasperini et al., 2019	False	False	8813	0	512	517	0.31911087
5937	Gasperini2019	chr17	41792441	41793544	JUP|chr17:39948693-39949796:.	-0.102514392090151	chr17	41786930	41786931	JUP	True	1.95810041706857e-08	0.85	True	K562	Gasperini et al., 2019	True	False	6614	0	491	500	0.007712167
5945	Gasperini2019	chr17	42624116	42624616	TUBG1|chr17:40776134-40776634:.	-0.0892284908062047	chr17	42609676	42609677	TUBG1	True	0.0028327880720888	1.0	True	K562	Gasperini et al., 2019	True	False	14940	0	560	565	0.16814987
5958	Gasperini2019	chr17	42632927	42633427	TUBG1|chr17:40784945-40785445:.	-0.0205284011854863	chr17	42609676	42609677	TUBG1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	23751	0	629	634	0.08524832
5974	Gasperini2019	chr17	44281453	44282034	SLC25A39|chr17:42358821-42359402:.	-0.134739686489577	chr17	44324869	44324870	SLC25A39	True	0.0001720869778927	0.95	True	K562	Gasperini et al., 2019	True	True	43416	0	108	114	0.15020426
5976	Gasperini2019	chr17	44288325	44288825	SLC25A39|chr17:42365693-42366193:.	-0.245635279078288	chr17	44324869	44324870	SLC25A39	True	1.00938999056529e-32	1.0	True	K562	Gasperini et al., 2019	True	True	36544	0	162	167	0.2878692
5978	Gasperini2019	chr17	44326738	44327238	SLC25A39|chr17:42404106-42404606:.	-0.101209516792114	chr17	44324869	44324870	SLC25A39	True	0.0126312698210217	1.0	True	K562	Gasperini et al., 2019	True	False	2369	0	462	467	0.44621253
5985	Gasperini2019	chr17	47239945	47240445	MYL4|chr17:45317311-45317811:.	-0.0893205730186618	chr17	47200446	47200447	MYL4	False	0.562969689079898	0.95	True	K562	Gasperini et al., 2019	False	False	39999	0	756	761	0.00018701387
6015	Gasperini2019	chr17	48972284	48972784	SNF8|chr17:47049646-47050146:.	-0.0509241946107414	chr17	48945116	48945117	SNF8	False	0.669558068187618	0.9	True	K562	Gasperini et al., 2019	False	False	27668	0	660	665	0.0035041305
6022	Gasperini2019	chr17	50153521	50154769	PPP1R9B|chr17:48230882-48232130:.	-0.0477184129970374	chr17	50150629	50150630	PPP1R9B	True	8.4425548514002e-06	0.8	True	K562	Gasperini et al., 2019	True	False	4140	0	470	481	0.014252377
6027	Gasperini2019	chr17	55737819	55738706	PCTP|chr17:53815180-53816067:.	-0.0683921872622758	chr17	55750979	55750980	PCTP	True	0.006164132645427	0.8	True	K562	Gasperini et al., 2019	True	True	13160	0	345	353	0.20156687
6032	Gasperini2019	chr17	57851171	57852134	MRPS23|chr17:55928532-55929495:.	-0.0802733142134828	chr17	57850055	57850056	MRPS23	True	0.0097774033650244	1.0	True	K562	Gasperini et al., 2019	True	False	2079	0	456	465	0.7669939
6040	Gasperini2019	chr17	59616390	59616987	CLTC|chr17:57693751-57694348:.	-0.0269064926588496	chr17	59619689	59619690	CLTC	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False	True	3299	0	422	427	0.093412876
6043	Gasperini2019	chr17	63844230	63844730	PSMC5|chr17:61921590-61922090:.	-0.0206318287660828	chr17	63827152	63827153	PSMC5	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	False	17578	0	581	586	0.09032252
6044	Gasperini2019	chr17	64023910	64024664	ICAM2|chr17:62101270-62102024:.	-0.13336642210807	chr17	64020633	64020634	ICAM2	True	3.0563899238661003e-10	0.9	True	K562	Gasperini et al., 2019	True	False	4031	0	473	480	0.1970667
6047	Gasperini2019	chr17	64025648	64026148	ICAM2|chr17:62103008-62103508:.	-0.0977991844237168	chr17	64020633	64020634	ICAM2	True	9.15000860474471e-06	0.95	True	K562	Gasperini et al., 2019	True	False	5515	0	487	492	0.47467494
6063	Gasperini2019	chr17	75071805	75072305	ATP5H|chr17:73067900-73068400:.	-0.0453292657065448	chr17	75046984	75046985	ATP5H	False	0.805205876120651	1.0	True	K562	Gasperini et al., 2019	False	False	25321	0	641	646	0.096505284
6081	Gasperini2019	chr17	76601545	76602532	ST6GALNAC1|chr17:74597627-74598614:.	0.0135750730844144	chr17	76643837	76643838	ST6GALNAC1	False	0.980646492742723	1.0	True	K562	Gasperini et al., 2019	False	True	42292	0	117	126	0.05751774
6085	Gasperini2019	chr17	76789441	76789941	SRSF2|chr17:74785523-74786023:.	-0.0461113972954341	chr17	76737373	76737374	SRSF2	False	0.965408375896158	0.95	True	K562	Gasperini et al., 2019	False	False	52568	0	854	859	0.039137065
6092	Gasperini2019	chr17	78258528	78259028	BIRC5|chr17:76254609-76255109:.	-0.0655725430077262	chr17	78214186	78214187	BIRC5	False	0.642610562472322	0.95	True	K562	Gasperini et al., 2019	False	False	44842	0	794	799	0.06287916
6103	Gasperini2019	chr17	80254696	80255316	RNF213|chr17:78228495-78229115:.	-0.0782764496832104	chr17	80260866	80260867	RNF213	True	1.0482592699544e-06	1.0	True	K562	Gasperini et al., 2019	True	True	6170	0	399	405	0.4749821
6144	Gasperini2019	chr17	82494383	82494883	NARF|chr17:80452259-80452759:.	-0.0255031724960088	chr17	82458180	82458181	NARF	False	0.979104757654452	1.0	True	K562	Gasperini et al., 2019	False	False	36703	0	730	735	0.03638871
6170	Gasperini2019	chr18	9073411	9074033	NDUFV2|chr18:9073409-9074031:.	-0.0417095809993067	chr18	9102630	9102631	NDUFV2	False	0.937367528451415	1.0	True	K562	Gasperini et al., 2019	False	True	29219	0	219	225	0.20958294
6183	Gasperini2019	chr18	9868423	9870282	VAPA|chr18:9868420-9870279:.	-0.0865074123972711	chr18	9914002	9914003	VAPA	True	0.0001906033717422	1.0	True	K562	Gasperini et al., 2019	True	True	45579	0	91	107	0.11900761
6186	Gasperini2019	chr18	9876828	9877738	VAPA|chr18:9876825-9877735:.	-0.0722253504326618	chr18	9914002	9914003	VAPA	False	0.170154098826338	1.0	True	K562	Gasperini et al., 2019	False	True	37174	0	157	165	0.37876123
6188	Gasperini2019	chr18	9895441	9895941	VAPA|chr18:9895438-9895938:.	-0.0365721276874465	chr18	9914002	9914003	VAPA	False	0.823223375298611	1.0	True	K562	Gasperini et al., 2019	False	True	18561	0	302	307	0.14788507
6190	Gasperini2019	chr18	9897041	9897541	VAPA|chr18:9897038-9897538:.	-0.0439257822059468	chr18	9914002	9914003	VAPA	False	0.922667914002289	1.0	True	K562	Gasperini et al., 2019	False	True	16961	0	315	320	0.07095649
6191	Gasperini2019	chr18	11925688	11926188	IMPA2|chr18:11925687-11926187:.	0.0475161407800655	chr18	11981025	11981026	IMPA2	True	0.0300717726084755	0.65	True	K562	Gasperini et al., 2019	False	True	55337	0	15	20	0.002836719
6193	Gasperini2019	chr18	11946724	11947668	IMPA2|chr18:11946723-11947667:.	-0.0455921957681289	chr18	11981025	11981026	IMPA2	True	0.0001381375570292	0.75	True	K562	Gasperini et al., 2019	True	True	34301	0	180	188	0.025672676
6197	Gasperini2019	chr18	11951417	11952091	IMPA2|chr18:11951416-11952090:.	-0.0415328217466564	chr18	11981025	11981026	IMPA2	True	0.0013477610419398	0.75	True	K562	Gasperini et al., 2019	True	True	29608	0	216	222	0.0069468506
6207	Gasperini2019	chr18	46153192	46153692	ATP5A1|chr18:43733158-43733658:.	-0.0043694710710158	chr18	46104333	46104334	ATP5A1	False	0.995871246203466	0.9	True	K562	Gasperini et al., 2019	False	False	49359	0	829	834	0.36866254
6210	Gasperini2019	chr18	50425136	50425636	SKA1|chr18:47951506-47952006:.	-0.0853065625831634	chr18	50374995	50374996	SKA1	True	1.61193448902877e-06	0.7	True	K562	Gasperini et al., 2019	True	False	50641	0	839	844	0.24978194
6214	Gasperini2019	chr18	74479914	74480817	FAM69C|chr18:72147149-72148052:.	-0.0232879480801953	chr18	74457943	74457944	FAM69C	True	0.0034854439299882	0.1	True	K562	Gasperini et al., 2019	True	False	22874	0	619	627	0.00014538676
6216	Gasperini2019	chr19	555793	556394	BSG|chr19:555793-556394:.	-0.229334943067899	chr19	571277	571278	BSG	True	5.79315497501494e-27	0.95	True	K562	Gasperini et al., 2019	True	True	15484	0	327	332	0.12357654
6229	Gasperini2019	chr19	789048	790207	PTBP1|chr19:789048-790207:.	-0.0180524739675909	chr19	797075	797076	PTBP1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	8027	0	385	395	0.004167684
6237	Gasperini2019	chr19	980444	980944	ARID3A|chr19:980444-980944:.	-0.0092845732508924	chr19	925781	925782	ARID3A	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	55163	0	875	879	0.072845995
6248	Gasperini2019	chr19	982611	983111	ARID3A|chr19:982611-983111:.	-0.0284085412729487	chr19	925781	925782	ARID3A	False	0.948644888560528	1.0	True	K562	Gasperini et al., 2019	False	False	57330	0	891	896	0.03574677
6267	Gasperini2019	chr19	1101709	1102209	GPX4|chr19:1101708-1102208:.	-0.0648212200506022	chr19	1103926	1103927	GPX4	False	0.255355240985294	1.0	True	K562	Gasperini et al., 2019	False	True	2217	0	430	435	1.0844904
6280	Gasperini2019	chr19	1443136	1444414	RPS15|chr19:1443135-1444413:.	0.0195292108861007	chr19	1438358	1438359	RPS15	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	6056	0	485	496	0.08070011
6293	Gasperini2019	chr19	1546109	1546609	REEP6|chr19:1546108-1546608:.	0.019911064801279	chr19	1490747	1490748	REEP6	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	55862	0	880	885	0.00097207975
6343	Gasperini2019	chr19	2059459	2060334	MKNK2|chr19:2059458-2060333:.	-0.0659870975797764	chr19	2051243	2051244	MKNK2	True	0.0005605111532587	1.0	True	K562	Gasperini et al., 2019	True	False	9091	0	512	520	0.14053707
6393	Gasperini2019	chr19	2749135	2749635	SGTA|chr19:2749133-2749633:.	-0.0348985256517155	chr19	2783370	2783371	SGTA	False	0.999391284335537	1.0	True	K562	Gasperini et al., 2019	False	True	34235	0	180	185	0.08411529
6394	Gasperini2019	chr19	2749135	2749635	SLC39A3|chr19:2749133-2749633:.	-0.0431805773949348	chr19	2740151	2740152	SLC39A3	False	0.934423008283588	1.0	True	K562	Gasperini et al., 2019	False	False	9484	0	518	523	0.17091937
6421	Gasperini2019	chr19	4005501	4006001	EEF2|chr19:4005499-4005999:.	0.106391496457455	chr19	3985468	3985469	EEF2	True	0.0473698032268214	1.0	True	K562	Gasperini et al., 2019	False	False	20533	0	604	609	0.037317418
6433	Gasperini2019	chr19	4870060	4870560	PLIN3|chr19:4870072-4870572:.	-0.0974215595538682	chr19	4867767	4867768	PLIN3	True	5.68432007719651e-05	0.85	True	K562	Gasperini et al., 2019	True	False	2793	0	465	470	0.54310304
6473	Gasperini2019	chr19	8033154	8033923	ELAVL1|chr19:8098038-8098807:.	-0.0653524353517153	chr19	8005658	8005659	ELAVL1	True	0.0369882724191647	1.0	True	K562	Gasperini et al., 2019	True	False	28265	0	662	669	0.3677537
6486	Gasperini2019	chr19	10236057	10236557	DNMT1|chr19:10346733-10347233:.	0.0041084178275625	chr19	10231285	10231286	DNMT1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	5272	0	485	490	0.57302177
6490	Gasperini2019	chr19	10236057	10236557	ICAM4|chr19:10346733-10347233:.	0.0466089307077646	chr19	10286967	10286968	ICAM4	False	0.669700321909715	1.0	True	K562	Gasperini et al., 2019	False	True	50910	0	50	55	0.0073974603
6494	Gasperini2019	chr19	10236057	10236557	MRPL4|chr19:10346733-10347233:.	-0.021887032232522	chr19	10251901	10251902	MRPL4	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	15844	0	324	329	0.24484155
6500	Gasperini2019	chr19	10299410	10300270	ICAM3|chr19:10410086-10410946:.	-0.0937525313807346	chr19	10339822	10339823	ICAM3	True	0.0001393301039998	0.95	True	K562	Gasperini et al., 2019	True	True	40412	0	132	140	0.00020520238
6542	Gasperini2019	chr19	13717239	13717816	C19orf53|chr19:13828053-13828630:.	-0.0106389036506623	chr19	13774168	13774169	C19orf53	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	56929	0	3	8	0.0021895631
6574	Gasperini2019	chr19	14372303	14372803	DDX39A|chr19:14483115-14483615:.	-0.0486650016252728	chr19	14419382	14419383	DDX39A	False	0.912530860528918	1.0	True	K562	Gasperini et al., 2019	False	True	47079	0	80	85	0.04263615
6587	Gasperini2019	chr19	14614022	14614522	NDUFB7|chr19:14724834-14725334:.	-0.0428423606902736	chr19	14572061	14572062	NDUFB7	False	0.778796944006386	1.0	True	K562	Gasperini et al., 2019	False	False	42461	0	775	780	0.22947618
6607	Gasperini2019	chr19	17398833	17399622	BST2|chr19:17509642-17510431:.	-0.123782483000557	chr19	17405647	17405648	BST2	True	9.6649939187618e-09	1.0	True	K562	Gasperini et al., 2019	True	True	6814	0	394	401	0.5669903
6636	Gasperini2019	chr19	18289909	18290720	LSM4|chr19:18400719-18401530:.	-0.0432994734823916	chr19	18323273	18323274	LSM4	False	0.489719356074005	1.0	True	K562	Gasperini et al., 2019	False	True	33364	0	187	194	0.015429229
6638	Gasperini2019	chr19	18289909	18290720	PGPEP1|chr19:18400719-18401530:.	-0.0101048981560236	chr19	18340587	18340588	PGPEP1	False	0.997981316500084	1.0	True	K562	Gasperini et al., 2019	False	True	50678	0	52	59	0.0440366
6645	Gasperini2019	chr19	18291477	18292285	JUND|chr19:18402287-18403095:.	-0.0648559394491171	chr19	18281621	18281622	JUND	True	0.0216815200292287	0.6	True	K562	Gasperini et al., 2019	True	False	10664	0	525	532	0.34729674
6647	Gasperini2019	chr19	18291477	18292285	LSM4|chr19:18402287-18403095:.	-0.0300362748700245	chr19	18323273	18323274	LSM4	False	0.966895743469449	1.0	True	K562	Gasperini et al., 2019	False	True	31796	0	199	206	0.05066466
6657	Gasperini2019	chr19	18300981	18301481	LSM4|chr19:18411791-18412291:.	-0.0313579248520063	chr19	18323273	18323274	LSM4	False	0.957902417753021	1.0	True	K562	Gasperini et al., 2019	False	True	22292	0	273	278	0.026912445
6684	Gasperini2019	chr19	19364667	19365338	GATAD2A|chr19:19475476-19476147:.	-0.0187357606979541	chr19	19385826	19385827	GATAD2A	False	0.992763336242531	1.0	True	K562	Gasperini et al., 2019	False	True	21159	0	282	288	0.05132767
6694	Gasperini2019	chr19	21128683	21129183	ZNF431|chr19:21311486-21311986:.	-0.0709672253022701	chr19	21142024	21142025	ZNF431	True	0.0002758319629053	0.35	True	K562	Gasperini et al., 2019	True	True	13341	0	343	348	0.41219258
6695	Gasperini2019	chr19	29260429	29260929	UQCRFS1|chr19:29751336-29751836:.	-0.0136499675680076	chr19	29213540	29213541	UQCRFS1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	False	47389	0	814	819	7.184305e-05
6715	Gasperini2019	chr19	34975852	34976352	GRAMD1A|chr19:35466756-35467256:.	-0.0194879954223013	chr19	34994784	34994785	GRAMD1A	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False	True	18932	0	300	305	9.9877885e-05
6719	Gasperini2019	chr19	35210656	35211283	FXYD5|chr19:35701559-35702186:.	0.004533975835042	chr19	35154730	35154731	FXYD5	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	56553	0	884	890	0.053649608
6742	Gasperini2019	chr19	36127454	36128662	CAPNS1|chr19:36618356-36619564:.	-0.0866676813354579	chr19	36139575	36139576	CAPNS1	False	0.106897290190434	1.0	True	K562	Gasperini et al., 2019	False	True	12121	0	353	363	0.03028809
6752	Gasperini2019	chr19	39430596	39431096	RPS16|chr19:39921236-39921736:.	0.0277827226901282	chr19	39435947	39435948	RPS16	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	5351	0	406	411	1.3789281
6753	Gasperini2019	chr19	40416806	40417474	BLVRB|chr19:40922713-40923381:.	-0.0288208881248019	chr19	40465839	40465840	BLVRB	False	0.943777897877072	1.0	True	K562	Gasperini et al., 2019	False	True	49033	0	64	71	0.06079333
6758	Gasperini2019	chr19	40433276	40434535	BLVRB|chr19:40939183-40940442:.	-0.003174533521371	chr19	40465839	40465840	BLVRB	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	32563	0	193	204	0.11415665
6761	Gasperini2019	chr19	40445863	40446363	BLVRB|chr19:40951770-40952270:.	-0.0151762228020293	chr19	40465839	40465840	BLVRB	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	19976	0	291	296	0.114740655
6771	Gasperini2019	chr19	43785250	43785750	KCNN4|chr19:44289402-44289902:.	-0.0359817477550523	chr19	43781256	43781257	KCNN4	True	0.0005040557211349	0.55	True	K562	Gasperini et al., 2019	True	False	4494	0	479	484	0.00036266522
6824	Gasperini2019	chr19	50728300	50728800	CLEC11A|chr19:51231557-51232057:.	-0.0625957189038063	chr19	50723329	50723330	CLEC11A	True	3.60659833081174e-07	0.45	True	K562	Gasperini et al., 2019	True	False	5471	0	486	491	0.3082987
6840	Gasperini2019	chr19	55473634	55474134	ISOC2|chr19:55985001-55985501:.	-0.0227168791111253	chr19	55462342	55462343	ISOC2	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	11792	0	536	541	0.00025743965
6877	Gasperini2019	chr2	15577025	15577525	DDX1|chr2:15717149-15717649:.	-0.0001853052394502	chr2	15591178	15591179	DDX1	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	True	14153	0	337	342	0.002240543
6906	Gasperini2019	chr2	38643689	38644189	HNRNPLL|chr2:38870831-38871331:.	-0.0495277393491408	chr2	38603585	38603586	HNRNPLL	False	0.0843263881582139	0.9	True	K562	Gasperini et al., 2019	False	False	40604	0	761	766	0.022062764
6923	Gasperini2019	chr2	43177675	43178648	ZFP36L2|chr2:43404814-43405787:.	-0.0789317569711136	chr2	43226608	43226609	ZFP36L2	True	0.0063695379225613	1.0	True	K562	Gasperini et al., 2019	True	True	48933	0	65	74	0.10453516
6926	Gasperini2019	chr2	43178924	43179424	ZFP36L2|chr2:43406063-43406563:.	-0.095671068129876	chr2	43226608	43226609	ZFP36L2	True	0.0007044986730201	0.95	True	K562	Gasperini et al., 2019	True	True	47684	0	75	80	0.15035272
6930	Gasperini2019	chr2	43190532	43191032	ZFP36L2|chr2:43417671-43418171:.	-0.107776362455626	chr2	43226608	43226609	ZFP36L2	True	0.0261150036994266	0.8	True	K562	Gasperini et al., 2019	True	True	36076	0	166	171	0.25253507
6937	Gasperini2019	chr2	43219485	43220340	ZFP36L2|chr2:43446624-43447479:.	0.021367551861142	chr2	43226608	43226609	ZFP36L2	False	0.797306752399712	0.9	True	K562	Gasperini et al., 2019	False	True	7123	0	392	400	0.220648
6940	Gasperini2019	chr2	47179209	47179819	CALM2|chr2:47406348-47406958:.	-0.0326454595115845	chr2	47176600	47176601	CALM2	False	0.99007887058535	1.0	True	K562	Gasperini et al., 2019	False	False	3219	0	468	474	0.13642706
6942	Gasperini2019	chr2	55115968	55116468	RTN4|chr2:55343104-55343604:.	0.0366239981872702	chr2	55112620	55112621	RTN4	False	0.88707045934536	0.95	True	K562	Gasperini et al., 2019	False	False	3848	0	474	479	0.010911755
6944	Gasperini2019	chr2	55120528	55121415	RTN4|chr2:55347664-55348551:.	-0.0104737855054466	chr2	55112620	55112621	RTN4	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	8795	0	509	517	0.006200022
6947	Gasperini2019	chr2	55133514	55134528	RTN4|chr2:55360650-55361664:.	0.012381808818738	chr2	55112620	55112621	RTN4	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	21908	0	611	620	0.019512344
6951	Gasperini2019	chr2	55140350	55141482	RTN4|chr2:55367486-55368618:.	-0.353107860120711	chr2	55112620	55112621	RTN4	True	6.14044285134731e-79	1.0	True	K562	Gasperini et al., 2019	True	False	28862	0	664	674	0.008510432
6970	Gasperini2019	chr2	68120984	68121843	PNO1|chr2:68348116-68348975:.	-0.074024173662701	chr2	68157844	68157845	PNO1	False	0.166621764338611	1.0	True	K562	Gasperini et al., 2019	False	True	36860	0	160	167	0.17897402
6972	Gasperini2019	chr2	68352552	68353391	CNRIP1|chr2:68579684-68580523:.	-0.0173410591173335	chr2	68320050	68320051	CNRIP1	True	0.0030318599892617	0.15	True	K562	Gasperini et al., 2019	True	False	33341	0	701	709	0.15717417
6981	Gasperini2019	chr2	69946506	69947931	SNRNP27|chr2:70173638-70175063:.	-0.0093231526160232	chr2	69893560	69893561	SNRNP27	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	54371	0	861	873	0.00012575618
